X,Y,ux,uy,sigma_xx,sigma_yy,sigma_xy,strain_xx,strain_yy,strain_xy,magnitude
0.05050505,0.04040404,0.0006515868,-0.0003103912,-54.371418,-89.9178,-0.75569504,-0.0009606695,-0.004041357,-0.00013098714,0.0007217396
0.05050505,0.08080808,0.0006067455,-0.00047307462,-54.290367,-89.42473,-0.7287736,-0.00096857245,-0.004013551,-0.00012632075,0.0007693762
0.05050505,0.121212125,0.0005618483,-0.00063464046,-54.218746,-88.89814,-0.719172,-0.000977919,-0.0039834664,-0.00012465648,0.0008476096
0.05050505,0.16161616,0.0005170144,-0.00079496205,-54.15749,-88.349625,-0.71919286,-0.0009884639,-0.003951783,-0.00012466009,0.00094829773
0.05050505,0.2020202,0.00047214702,-0.00095394254,-54.10808,-87.787025,-0.72393185,-0.0010000941,-0.0039189365,-0.00012548151,0.0010643915
0.05050505,0.24242425,0.00042727962,-0.0011116117,-54.072327,-87.215256,-0.730274,-0.0010127913,-0.0038851781,-0.00012658082,0.0011909024
0.05050505,0.28282827,0.00038253888,-0.00126791,-54.051567,-86.63728,-0.73640126,-0.001026559,-0.0038506547,-0.00012764288,0.0013243608
0.05050505,0.32323232,0.00033785775,-0.0014227852,-54.04662,-86.05463,-0.7413061,-0.001041408,-0.003815435,-0.00012849306,0.0014623494
0.05050505,0.36363637,0.00029322132,-0.0015762523,-54.05759,-85.46769,-0.74450105,-0.0010573338,-0.0037795426,-0.00012904685,0.0016032935
0.05050505,0.4040404,0.00024871156,-0.001728192,-54.08367,-84.87577,-0.7460938,-0.001074306,-0.0037429547,-0.00012932293,0.0017459969
0.05050505,0.44444445,0.00020426139,-0.0018786639,-54.12302,-84.27691,-0.7467483,-0.0010922638,-0.0037056005,-0.00012943638,0.0018897356
0.05050505,0.4848485,0.00015989318,-0.0020276085,-54.172493,-83.66774,-0.7476067,-0.0011111033,-0.003667358,-0.00012958515,0.0020339033
0.05050505,0.5252525,0.000115692616,-0.002175033,-54.227806,-83.04365,-0.7502948,-0.0011306853,-0.0036280586,-0.0001300511,0.0021781079
0.05050505,0.56565654,7.1555376e-05,-0.0023207888,-54.283447,-82.39889,-0.7568244,-0.0011508246,-0.0035874962,-0.0001311829,0.0023218917
0.05050505,0.6060606,2.7500093e-05,-0.0024649054,-54.333355,-81.72782,-0.7691578,-0.0011713001,-0.0035454873,-0.00013332069,0.0024650588
0.05050505,0.64646465,-1.6383827e-05,-0.002607271,-54.371174,-81.02502,-0.78889763,-0.0011918675,-0.0035018674,-0.00013674225,0.0026073225
0.05050505,0.68686867,-6.0141087e-05,-0.0027478337,-54.391777,-80.2871,-0.81681174,-0.0012123032,-0.0034565644,-0.0001415807,0.0027484917
0.05050505,0.72727275,-0.00010386482,-0.002886571,-54.39136,-79.51183,-0.8528227,-0.001232435,-0.0034095424,-0.0001478226,0.002888439
0.05050505,0.7676768,-0.00014743954,-0.003023371,-54.36904,-78.69978,-0.89561445,-0.0012521937,-0.003360859,-0.00015523983,0.0030269641
0.05050505,0.8080808,-0.0001909323,-0.003158152,-54.32642,-77.85217,-0.9431304,-0.0012716459,-0.0033105456,-0.00016347592,0.0031639184
0.05050505,0.8484849,-0.00023432449,-0.0032908618,-54.267326,-76.97083,-0.993013,-0.0012909761,-0.0032586134,-0.00017212227,0.003299194
0.05050505,0.8888889,-0.00027756765,-0.0034214333,-54.197105,-76.05681,-1.042873,-0.0013104806,-0.0032049885,-0.00018076465,0.0034326739
0.05050505,0.9292929,-0.0003206581,-0.0035497919,-54.121437,-75.110306,-1.0908107,-0.0013304991,-0.0031495348,-0.00018907385,0.0035642453
0.05050505,0.969697,-0.00036345422,-0.0036758855,-54.04526,-74.13036,-1.1356039,-0.0013513565,-0.0030920652,-0.000196838,0.0036938102
0.05050505,1.010101,-0.00040590018,-0.0037996322,-53.972496,-73.11548,-1.1765656,-0.0013733293,-0.0030323872,-0.00020393805,0.0038212512
0.05050505,1.050505,-0.0004479885,-0.0039208904,-53.905567,-72.063896,-1.2135686,-0.0013966099,-0.0029703318,-0.0002103519,0.0039464002
0.05050505,1.0909091,-0.00048948824,-0.004039645,-53.84568,-70.9742,-1.246842,-0.0014213088,-0.0029057802,-0.00021611928,0.0040691933
0.05050505,1.1313131,-0.0005304627,-0.004155688,-53.792965,-69.845535,-1.2767345,-0.0014474556,-0.0028386794,-0.00022130064,0.004189407
0.05050505,1.1717172,-0.000570748,-0.004268974,-53.746857,-68.67766,-1.3037876,-0.0014750236,-0.0027690262,-0.00022598985,0.004306959
0.05050505,1.2121212,-0.00061014295,-0.004379414,-53.70638,-67.47106,-1.3284796,-0.0015039394,-0.0026968785,-0.0002302698,0.0044217124
0.05050505,1.2525252,-0.0006487034,-0.004486911,-53.670258,-66.226685,-1.3513069,-0.0015341018,-0.0026223257,-0.00023422652,0.0045335623
0.05050505,1.2929293,-0.0006862208,-0.0045912936,-53.63715,-64.94594,-1.3727529,-0.0015653927,-0.0025454876,-0.00023794384,0.004642292
0.05050505,1.3333334,-0.00072272494,-0.0046925843,-53.605743,-63.630455,-1.3932188,-0.0015976898,-0.0024664984,-0.00024149125,0.004747913
0.05050505,1.3737373,-0.0007580668,-0.0047905743,-53.574707,-62.281918,-1.4132997,-0.0016308691,-0.002385494,-0.00024497195,0.004850182
0.05050505,1.4141414,-0.000792142,-0.0048852935,-53.542816,-60.9017,-1.433638,-0.00166482,-0.0023025898,-0.00024849724,0.004949099
0.05050505,1.4545455,-0.0008249432,-0.0049766377,-53.5092,-59.49107,-1.454959,-0.0016994572,-0.0022178856,-0.0002521929,0.005044547
0.05050505,1.4949495,-0.00085619837,-0.00506451,-53.47336,-58.05069,-1.4782766,-0.0017347323,-0.0021314346,-0.0002562346,0.005136374
0.05050505,1.5353535,-0.00088600814,-0.005148843,-53.435387,-56.58039,-1.5047551,-0.0017706566,-0.0020432237,-0.00026082422,0.0052245185
0.05050505,1.5757576,-0.0009142533,-0.0052295923,-53.39605,-55.0794,-1.5358242,-0.0018072961,-0.0019531862,-0.0002662095,0.005308907
0.05050505,1.6161616,-0.00094092265,-0.005306646,-53.35719,-53.54619,-1.5730095,-0.0018448018,-0.0018611819,-0.000272655,0.005389418
0.05050505,1.6565657,-0.00096572563,-0.0053799152,-53.321228,-51.978706,-1.6179256,-0.0018833749,-0.0017670228,-0.00028044044,0.0054659047
0.05050505,1.6969697,-0.0009886585,-0.0054493994,-53.29135,-50.37472,-1.6720738,-0.0019232659,-0.0016704914,-0.00028982613,0.005538357
0.05050505,1.7373737,-0.0010095946,-0.0055149123,-53.270977,-48.732666,-1.7366357,-0.0019647232,-0.0015714031,-0.00030101684,0.005606562
0.05050505,1.7777778,-0.0010283776,-0.00557635,-53.263268,-47.052326,-1.8122503,-0.0020079445,-0.0014696628,-0.00031412338,0.0056703826
0.05050505,1.8181819,-0.0010449104,-0.00563363,-53.27044,-45.33551,-1.8988006,-0.002053017,-0.0013653227,-0.00032912544,0.005729714
0.05050505,1.8585858,-0.0010590181,-0.0056866407,-53.293346,-43.587,-1.9952904,-0.002099868,-0.001258651,-0.00034585033,0.0057844105
0.05050505,1.8989899,-0.0010705478,-0.005735293,-53.33064,-41.81438,-2.0998533,-0.0021482182,-0.0011501424,-0.00036397454,0.0058343518
0.05050505,1.939394,-0.0010793395,-0.005779572,-53.378963,-40.028316,-2.2098343,-0.0021975876,-0.0010405314,-0.00038303796,0.005879492
0.05050505,1.979798,-0.0010853708,-0.0058194026,-53.432697,-38.241203,-2.3220863,-0.002247312,-0.0009307163,-0.00040249494,0.005919753
0.05050505,2.020202,-0.0010884143,-0.005854778,-53.484184,-36.466263,-2.4332633,-0.0022965847,-0.0008216975,-0.0004217656,0.005955088
0.05050505,2.060606,-0.0010883287,-0.0058858395,-53.52452,-34.715908,-2.540265,-0.0023445406,-0.000714461,-0.0004403126,0.0059856134
0.05050505,2.10101,-0.0010851026,-0.005912572,-53.54383,-33.000725,-2.6404042,-0.0023903071,-0.0006099043,-0.00045767007,0.006011319
0.05050505,2.1414142,-0.0010786578,-0.005935125,-53.531902,-31.328083,-2.731715,-0.0024330723,-0.00050874054,-0.00047349723,0.006032347
0.05050505,2.1818182,-0.0010689758,-0.005953707,-53.479015,-29.70222,-2.8128521,-0.002472136,-0.0004114803,-0.00048756102,0.0060489117
0.05050505,2.2222223,-0.0010559559,-0.005968459,-53.376137,-28.124014,-2.8830745,-0.0025069283,-0.00031841043,-0.0004997329,0.0060611507
0.05050505,2.2626262,-0.0010396317,-0.005979471,-53.215305,-26.591473,-2.9420815,-0.002537017,-0.00022961802,-0.0005099608,0.006069177
0.05050505,2.3030303,-0.0010198988,-0.005987048,-52.989876,-25.100634,-2.989814,-0.0025621026,-0.000145035,-0.00051823445,0.0060732975
0.05050505,2.3434343,-0.0009968393,-0.00599131,-52.69449,-23.646229,-3.026272,-0.0025819973,-6.448103e-05,-0.0005245538,0.0060736714
0.05050505,2.3838384,-0.0009703003,-0.005992323,-52.325012,-22.222485,-3.0513248,-0.0025965997,1.2286356e-05,-0.0005288963,0.0060703726
0.05050505,2.4242425,-0.0009403676,-0.005990334,-51.8785,-20.823904,-3.064746,-0.0026058746,8.55244e-05,-0.0005312226,0.0060636946
0.05050505,2.4646466,-0.00090686604,-0.005985461,-51.352955,-19.445642,-3.0660393,-0.002609826,0.00015547461,-0.0005314468,0.006053772
0.05050505,2.5050504,-0.0008697994,-0.005977839,-50.747253,-18.084124,-3.0545049,-0.0026084795,0.00022232506,-0.0005294475,0.0060407873
0.05050505,2.5454545,-0.0008291453,-0.0059675276,-50.060917,-16.737057,-3.0292213,-0.0026018654,0.00028620244,-0.000525065,0.0060248543
0.05050505,2.5858586,-0.0007847361,-0.0059547126,-49.294094,-15.403617,-2.98917,-0.0025900146,0.0003471605,-0.0005181228,0.006006198
0.05050505,2.6262627,-0.00073669106,-0.0059395134,-48.447407,-14.084592,-2.9332013,-0.0025729435,0.00040516743,-0.00050842157,0.005985026
0.05050505,2.6666667,-0.0006847307,-0.0059220344,-47.52185,-12.782113,-2.8601754,-0.0025506576,0.00046012012,-0.0004957637,0.0059614885
0.05050505,2.7070708,-0.0006288737,-0.005902365,-46.51871,-11.499642,-2.7690208,-0.0025231445,0.00051184156,-0.0004799636,0.0059357723
0.05050505,2.7474747,-0.00056898594,-0.0058807284,-45.439503,-10.241766,-2.6587503,-0.0024903775,0.0005600935,-0.00046085007,0.00590819
0.05050505,2.7878788,-0.0005051121,-0.0058571696,-44.285896,-9.013913,-2.5286067,-0.0024523162,0.00060458935,-0.0004382918,0.005878909
0.05050505,2.8282828,-0.00043695793,-0.0058319196,-43.059742,-7.8221307,-2.3780258,-0.0024089157,0.00064501073,-0.00041219115,0.005848266
0.05050505,2.868687,-0.0003647022,-0.0058051124,-41.762684,-6.672592,-2.206757,-0.0023601155,0.0006810259,-0.00038250454,0.005816557
0.05050505,2.909091,-0.0002880618,-0.0057769716,-40.39656,-5.571794,-2.0148644,-0.002305858,0.00071228837,-0.00034924317,0.0057841493
0.05050505,2.9494948,-0.00020702556,-0.0057476163,-38.962845,-4.5256267,-1.8028103,-0.0022460797,0.0007384794,-0.00031248713,0.0057513434
0.05050505,2.989899,-0.0001215972,-0.005717352,-37.462887,-3.5395322,-1.5714053,-0.0021807207,0.0007593035,-0.00027237693,0.0057186447
0.05050505,3.030303,-3.170222e-05,-0.0056863576,-35.897697,-2.618203,-1.321943,-0.0021097206,0.00077450264,-0.00022913679,0.0056864456
0.05050505,3.070707,6.266683e-05,-0.005654834,-34.267982,-1.7651025,-1.0562743,-0.0020330318,0.0007838848,-0.00018308754,0.005655181
0.05050505,3.1111112,0.00016167387,-0.00562305,-32.574104,-0.9827076,-0.7766921,-0.0019506122,0.00078730925,-0.00013462664,0.0056253737
0.05050505,3.1515152,0.00026520342,-0.0055912733,-30.816118,-0.27225065,-0.48612618,-0.0018624326,0.00078470254,-8.4261876e-05,0.0055975593
0.05050505,3.191919,0.00037334114,-0.0055597425,-28.993994,0.36613736,-0.1881012,-0.0017684886,0.00077605626,-3.2604206e-05,0.005572263
0.05050505,3.2323232,0.00048602372,-0.0055286735,-27.107418,0.9337359,0.113130175,-0.0016687938,0.0007614395,1.960923e-05,0.0055499957
0.05050505,3.2727273,0.00060320646,-0.0054982826,-25.156467,1.432392,0.41265157,-0.0015634014,0.0007409667,7.152627e-05,0.005531272
0.05050505,3.3131313,0.0007247701,-0.005468875,-23.141405,1.8649591,0.7048751,-0.0014524009,0.00071481743,0.00012217835,0.0055166916
0.05050505,3.3535354,0.0008506924,-0.0054406077,-21.063337,2.2345562,0.9834579,-0.001335941,0.0006832099,0.00017046602,0.0055067134
0.05050505,3.3939395,0.0009807423,-0.005413711,-18.924135,2.5447657,1.2414982,-0.0012142282,0.00064641004,0.00021519302,0.005501829
0.05050505,3.4343433,0.0011148416,-0.0053884313,-16.726921,2.798979,1.4716258,-0.00108754,0.00060470466,0.0002550818,0.0055025504
0.05050505,3.4747474,0.0012525767,-0.00536491,-14.47611,3.0005827,1.6661477,-0.00095623254,0.00055841426,0.00028879894,0.005509193
0.05050505,3.5151515,0.0013938434,-0.0053434,-12.177536,3.152781,1.8173552,-0.0008207429,0.0005078847,0.00031500822,0.0055222027
0.05050505,3.5555556,0.0015381463,-0.0053239167,-9.838305,3.258697,1.9178534,-0.0006815834,0.0004534903,0.0003324279,0.005541659
0.05050505,3.5959597,0.0016852617,-0.005306758,-7.4666595,3.3215842,1.9608738,-0.00053933857,0.00039564262,0.00033988478,0.0055679246
0.05050505,3.6363637,0.0018347092,-0.0052919984,-5.0715837,3.3448596,1.940737,-0.00039464247,0.0003347827,0.0003363944,0.005601018
0.05050505,3.6767676,0.0019859783,-0.0052797347,-2.6622958,3.3326027,1.8531111,-0.0002481603,0.0002713976,0.00032120594,0.005640896
0.05050505,3.7171717,0.0021387488,-0.005270116,-0.24779062,3.289554,1.6954361,-0.00010056105,0.00020600884,0.00029387558,0.0056875627
0.05050505,3.7575758,0.0022924617,-0.005263135,2.1634889,3.220831,1.4669701,4.7510057e-05,0.00013914636,0.0002542748,0.005740729
0.05050505,3.7979798,0.0024466775,-0.005258888,4.564025,3.1315422,1.1689277,0.0001954641,7.131556e-05,0.00020261412,0.005800184
0.05050505,3.838384,0.002600953,-0.0052573606,6.9471903,3.0259113,0.80423427,0.00034278922,2.9449861e-06,0.0001394006,0.00586556
0.05050505,3.878788,0.002754774,-0.0052586272,9.306995,2.9059439,0.37724742,0.00048906985,-6.5687964e-05,6.5389555e-05,0.0059364922
0.05050505,3.9191918,0.002907861,-0.0052626953,11.637409,2.769949,-0.107090905,0.0006339842,-0.00013452912,-1.8562423e-05,0.0060126213
0.05050505,3.959596,0.0030597746,-0.005269505,13.93182,2.6119735,-0.6437664,0.00077728584,-0.00020376762,-0.00011158618,0.0060934313
0.05050505,4.0,0.0032102354,-0.0052791536,16.182463,2.4225812,-1.2288355,0.000918749,-0.00027377415,-0.00021299813,0.006178598
0.1010101,0.04040404,0.0006027408,-0.00026337802,-54.51555,-89.70871,-1.3810834,-0.0009748501,-0.0040249242,-0.0002393878,0.00065777235
0.1010101,0.08080808,0.0005575791,-0.00042564422,-54.41506,-89.34347,-1.3164448,-0.0009782498,-0.004005379,-0.00022818375,0.0007014752
0.1010101,0.121212125,0.0005123019,-0.00058701634,-54.32848,-88.91419,-1.2865473,-0.0009841587,-0.0039815875,-0.00022300152,0.00077912863
0.1010101,0.16161616,0.00046699867,-0.00074732304,-54.252205,-88.42599,-1.2880954,-0.0009922246,-0.003953953,-0.00022326986,0.00088123744
0.1010101,0.2020202,0.000421606,-0.0009065196,-54.18475,-87.89446,-1.310978,-0.0010019522,-0.0039234604,-0.00022723619,0.0009997647
0.1010101,0.24242425,0.0003761798,-0.0010643527,-54.126785,-87.33432,-1.3460538,-0.0010129992,-0.0038909856,-0.00023331598,0.0011288746
0.1010101,0.28282827,0.0003307201,-0.0012208968,-54.079453,-86.75558,-1.3872011,-0.0010251754,-0.0038571053,-0.00024044816,0.0012648972
0.1010101,0.32323232,0.00028529763,-0.0013760254,-54.04412,-86.16458,-1.4306613,-0.0010383973,-0.003822171,-0.00024798128,0.0014052902
0.1010101,0.36363637,0.00023991615,-0.0015297309,-54.021767,-85.565056,-1.474312,-0.0010526291,-0.0037863809,-0.0002555474,0.0015484302
0.1010101,0.4040404,0.00019459799,-0.0016819909,-54.012867,-84.95872,-1.5170771,-0.0010678539,-0.0037498276,-0.00026296003,0.0016932106
0.1010101,0.44444445,0.00014926866,-0.0018327385,-54.017372,-84.346344,-1.5584322,-0.0010840489,-0.0037125603,-0.00027012825,0.001838807
0.1010101,0.4848485,0.00010403618,-0.001981996,-54.03413,-83.726944,-1.5985454,-0.0011011701,-0.0036745472,-0.0002770812,0.0019847245
0.1010101,0.5252525,5.8844686e-05,-0.0021296516,-54.061237,-83.09857,-1.6380415,-0.0011191522,-0.0036357215,-0.0002839272,0.0021304644
0.1010101,0.56565654,1.3735145e-05,-0.0022757798,-54.095547,-82.4577,-1.6781491,-0.001137896,-0.00359595,-0.00029087916,0.0022758213
0.1010101,0.6060606,-3.130734e-05,-0.002420254,-54.13299,-81.79981,-1.7204373,-0.0011572728,-0.003555064,-0.00029820914,0.0024204566
0.1010101,0.64646465,-7.619709e-05,-0.002563022,-54.16849,-81.11926,-1.766732,-0.0011771212,-0.0035128542,-0.00030623353,0.0025641546
0.1010101,0.68686867,-0.00012104586,-0.0027040765,-54.19658,-80.41066,-1.8187655,-0.0011972487,-0.0034691358,-0.0003152527,0.0027067843
0.1010101,0.72727275,-0.00016572699,-0.0028433502,-54.21194,-79.66929,-1.8777831,-0.001217456,-0.0034237602,-0.0003254824,0.0028481758
0.1010101,0.7676768,-0.00021037087,-0.002980709,-54.210556,-78.89225,-1.9441805,-0.001237575,-0.0033766557,-0.00033699127,0.0029881236
0.1010101,0.8080808,-0.00025482103,-0.003116183,-54.19027,-78.0783,-2.0174785,-0.0012575074,-0.0033278032,-0.00034969626,0.0031265845
0.1010101,0.8484849,-0.00029921904,-0.003249608,-54.15133,-77.22796,-2.096236,-0.0012772537,-0.0032772284,-0.0003633476,0.0032633548
0.1010101,0.8888889,-0.0003434308,-0.003380999,-54.09648,-76.34249,-2.1784704,-0.0012969486,-0.0032249358,-0.00037760154,0.0033983965
0.1010101,0.9292929,-0.00038751215,-0.0035101548,-54.030052,-75.42332,-2.2621467,-0.001316817,-0.0031708996,-0.00039210543,0.0035314802
0.1010101,0.969697,-0.00043133646,-0.0036371574,-53.95727,-74.471054,-2.34537,-0.0013371604,-0.0031150219,-0.0004065308,0.0036626444
0.1010101,1.010101,-0.00047488883,-0.0037618876,-53.883194,-73.48546,-2.4268298,-0.0013582918,-0.0030571548,-0.00042065053,0.0037917432
0.1010101,1.050505,-0.000518132,-0.0038841888,-53.812065,-72.4658,-2.5056884,-0.0013804876,-0.002997145,-0.0004343193,0.0039185947
0.1010101,1.0909091,-0.00056092814,-0.0040040687,-53.746895,-71.41093,-2.581674,-0.0014039609,-0.0029348438,-0.0004474902,0.004043168
0.1010101,1.1313131,-0.00060311705,-0.004121281,-53.6894,-70.31982,-2.6548047,-0.0014288418,-0.0028701443,-0.00046016613,0.004165178
0.1010101,1.1717172,-0.00064477697,-0.0042359456,-53.640198,-69.19188,-2.725361,-0.0014551829,-0.0028029957,-0.0004723959,0.004284737
0.1010101,1.2121212,-0.0006856434,-0.0043477863,-53.59903,-68.02719,-2.7936852,-0.0014829675,-0.002733408,-0.0004842388,0.004401517
0.1010101,1.2525252,-0.0007256754,-0.0044567585,-53.56519,-66.826256,-2.8600726,-0.0015121391,-0.002661431,-0.0004957459,0.0045154514
0.1010101,1.2929293,-0.0007647611,-0.0045628473,-53.53756,-65.590324,-2.9248242,-0.0015425971,-0.0025871696,-0.0005069695,0.004626493
0.1010101,1.3333334,-0.00080290064,-0.004665807,-53.5147,-64.32083,-2.9881754,-0.0015742169,-0.002510748,-0.0005179504,0.0047343853
0.1010101,1.3737373,-0.0008398704,-0.004765682,-53.495003,-63.019485,-3.0503707,-0.0016068567,-0.0024323121,-0.0005287309,0.0048391223
0.1010101,1.4141414,-0.00087569654,-0.004862368,-53.476875,-61.688213,-3.1116052,-0.00164037,-0.0023520198,-0.00053934485,0.004940594
0.1010101,1.4545455,-0.00091015175,-0.004955724,-53.45865,-60.328632,-3.172261,-0.0016746137,-0.0022700122,-0.00054985855,0.005038609
0.1010101,1.4949495,-0.0009431988,-0.005045809,-53.43871,-58.942154,-3.2327132,-0.0017094524,-0.0021864176,-0.000560337,0.005133207
0.1010101,1.5353535,-0.0009748712,-0.005132407,-53.415653,-57.529648,-3.2936351,-0.0017447787,-0.002101325,-0.0005708967,0.005224172
0.1010101,1.5757576,-0.0010049418,-0.0052155703,-53.388676,-56.091476,-3.3558261,-0.0017805346,-0.0020147774,-0.00058167655,0.0053115045
0.1010101,1.6161616,-0.0010334589,-0.0052951574,-53.357616,-54.627155,-3.4203486,-0.0018167227,-0.0019267495,-0.00059286045,0.0053950655
0.1010101,1.6565657,-0.0010600872,-0.005371228,-53.32306,-53.135353,-3.488427,-0.0018534133,-0.0018371452,-0.00060466066,0.00547484
0.1010101,1.6969697,-0.001085043,-0.0054436475,-53.28689,-51.61428,-3.5613778,-0.0018907666,-0.0017458074,-0.00061730546,0.0055507314
0.1010101,1.7373737,-0.0011079088,-0.0055122823,-53.25162,-50.061634,-3.6404698,-0.0019289957,-0.0016525304,-0.00063101476,0.0056225187
0.1010101,1.7777778,-0.0011288002,-0.0055771396,-53.220554,-48.475273,-3.7268,-0.0019683565,-0.0015570988,-0.00064597867,0.0056902263
0.1010101,1.8181819,-0.0011474602,-0.0056380928,-53.19719,-46.854164,-3.8209472,-0.0020090882,-0.001459359,-0.0006622975,0.005753673
0.1010101,1.8585858,-0.0011637807,-0.00569503,-53.18465,-45.198936,-3.9228675,-0.0020513632,-0.0013592677,-0.00067996373,0.0058127237
0.1010101,1.8989899,-0.0011776946,-0.0057478696,-53.184914,-43.51288,-4.0316396,-0.0020952167,-0.0012569734,-0.00069881754,0.0058672796
0.1010101,1.939394,-0.0011888929,-0.005796574,-53.198193,-41.802143,-4.145519,-0.0021405015,-0.0011528436,-0.0007185566,0.005917241
0.1010101,1.979798,-0.0011973381,-0.0058410466,-53.222633,-40.07598,-4.2618585,-0.0021868644,-0.0010474877,-0.0007387221,0.005962503
0.1010101,2.020202,-0.001202818,-0.0058812276,-53.253788,-38.345757,-4.3774624,-0.0022337402,-0.00094171084,-0.00075876014,0.0060029663
0.1010101,2.060606,-0.0012050681,-0.0059171543,-53.285217,-36.624245,-4.4888983,-0.0022804062,-0.00083645526,-0.0007780757,0.006038618
0.1010101,2.10101,-0.0012041964,-0.005948819,-53.30825,-34.92361,-4.592847,-0.00232602,-0.0007326844,-0.0007960935,0.006069476
0.1010101,2.1414142,-0.0011999644,-0.005976394,-53.31313,-33.25465,-4.686408,-0.0023697088,-0.00063130737,-0.0008123107,0.0060956706
0.1010101,2.1818182,-0.0011922829,-0.005999893,-53.289284,-31.625158,-4.767337,-0.002410629,-0.0005330716,-0.00082633836,0.00611721
0.1010101,2.2222223,-0.0011810698,-0.006019503,-53.22612,-30.039604,-4.834126,-0.002448022,-0.0004385234,-0.0008379152,0.006134276
0.1010101,2.2626262,-0.0011663735,-0.0060353726,-53.113754,-28.499138,-4.8859344,-0.002481257,-0.00034799,-0.0008468953,0.006147044
0.1010101,2.3030303,-0.0011480153,-0.0060476586,-52.943146,-27.00181,-4.922402,-0.0025098373,-0.0002615879,-0.0008532164,0.006155657
0.1010101,2.3434343,-0.0011260211,-0.0060565695,-52.70655,-25.54334,-4.9434934,-0.002533404,-0.00017925909,-0.0008568722,0.006160354
0.1010101,2.3838384,-0.00110038,-0.0060622096,-52.39775,-24.118294,-4.949261,-0.0025517214,-0.0001008348,-0.0008578719,0.006161268
0.1010101,2.4242425,-0.0010709353,-0.0060647875,-52.01189,-22.720652,-4.939653,-0.0025646512,-2.607705e-05,-0.0008562065,0.006158616
0.1010101,2.4646466,-0.001037702,-0.006064385,-51.545376,-21.34459,-4.9145746,-0.002572127,4.5274835e-05,-0.00085185963,0.0061525274
0.1010101,2.5050504,-0.0010006763,-0.0060611367,-50.995903,-19.985159,-4.8735876,-0.0025741374,0.00011346063,-0.0008447552,0.006143186
0.1010101,2.5454545,-0.0009597875,-0.006055236,-50.362072,-18.638847,-4.8160653,-0.0025706892,0.00017865724,-0.0008347846,0.00613083
0.1010101,2.5858586,-0.0009149015,-0.0060467348,-49.643345,-17.303547,-4.7412066,-0.0025618041,0.00024097858,-0.00082180917,0.0061155576
0.1010101,2.6262627,-0.0008660294,-0.0060358047,-48.840027,-15.97904,-4.648008,-0.002547507,0.00030044577,-0.0008056547,0.006097618
0.1010101,2.6666667,-0.00081299245,-0.0060225427,-47.952713,-14.666551,-4.53546,-0.002527801,0.00035699984,-0.0007861464,0.0060771685
0.1010101,2.7070708,-0.0007557608,-0.0060069934,-46.98262,-13.369006,-4.40252,-0.002502685,0.00041049524,-0.0007631035,0.0060543492
0.1010101,2.7474747,-0.00069432333,-0.0059893876,-45.9312,-12.090717,-4.248217,-0.002472134,0.00046070773,-0.00073635764,0.006029498
0.1010101,2.7878788,-0.0006285645,-0.0059698075,-44.800156,-10.837096,-4.0717506,-0.0024361117,0.0005073536,-0.0007057701,0.006002807
0.1010101,2.8282828,-0.000558272,-0.0059484243,-43.591377,-9.614474,-3.8725023,-0.0023945672,0.0005500977,-0.00067123375,0.0059745647
0.1010101,2.868687,-0.00048354268,-0.0059254244,-42.30665,-8.429613,-3.6502032,-0.0023474335,0.00058857637,-0.0006327019,0.0059451214
0.1010101,2.909091,-0.00040419772,-0.0059009492,-40.947777,-7.289436,-3.404854,-0.0022946398,0.0006224165,-0.0005901747,0.005914776
0.1010101,2.9494948,-0.00032025576,-0.0058751926,-39.516457,-6.2007985,-3.1368613,-0.0022361109,0.0006512461,-0.00054372265,0.005883915
0.1010101,2.989899,-0.00023147091,-0.0058483705,-38.013943,-5.1698794,-2.847088,-0.0021717625,0.00067472324,-0.00049349526,0.0058529493
0.1010101,3.030303,-0.00013807043,-0.005820751,-36.441288,-4.2020793,-2.5368218,-0.0021015175,0.0006925474,-0.0004397158,0.0058223885
0.1010101,3.070707,-3.97712e-05,-0.005792506,-34.799183,-3.3018637,-2.2079976,-0.0020253023,0.00070446584,-0.00038271956,0.0057926425
0.1010101,3.1111112,6.3408166e-05,-0.0057639107,-33.087856,-2.4723473,-1.8630339,-0.0019430491,0.0007102953,-0.00032292586,0.0057642595
0.1010101,3.1515152,0.00017135218,-0.005735174,-31.307201,-1.7152863,-1.5050325,-0.0018547063,0.0007099267,-0.0002608723,0.005737733
0.1010101,3.191919,0.00028425455,-0.0057066157,-29.456879,-1.0311437,-1.1377722,-0.0017602409,0.0007033228,-0.00019721384,0.0057136905
0.1010101,3.2323232,0.00040197745,-0.00567846,-27.536436,-0.41921183,-0.7658709,-0.0016596445,0.00069051527,-0.00013275095,0.00569267
0.1010101,3.2727273,0.00052453205,-0.005650848,-25.545513,0.12240147,-0.39460093,-0.0015529437,0.00067160913,-6.8397494e-05,0.0056751403
0.1010101,3.3131313,0.0006517619,-0.005624242,-23.484184,0.5964298,-0.030114405,-0.0014402145,0.00064677227,-5.21983e-06,0.0056618806
0.1010101,3.3535354,0.0007836297,-0.0055987164,-21.35314,1.0060585,0.32068303,-0.0013215813,0.00061621587,5.5585057e-05,0.0056532915
0.1010101,3.3939395,0.000919912,-0.005574532,-19.154179,1.3548527,0.6501993,-0.0011972464,0.0005802031,0.00011270121,0.005649924
0.1010101,3.4343433,0.0010604337,-0.005551897,-16.890314,1.6463891,0.9502889,-0.0010674853,0.0005390292,0.00016471674,0.0056522633
