X1,Y1,sigma_xx,sigma_yy,sigma_zz,sigma_xy,,,X,Y,ux,uy,|u|
0.295075433,2.596150936,-58.82974906,-30.00957067,-26.65179592,-11.68883407,,,0.226423469,3.837617542,0.000485634,-0.006807178,0.006824479
0.295266713,3.174670878,-34.40937398,-9.141986191,-13.06540805,-7.756239034,,,0.228954538,0.469386724,-0.000157664,-0.00192798,0.001934416
0.295332544,2.547664477,-59.67968859,-31.97436511,-27.49621611,-11.75233742,,,0.230164802,3.901155765,0.000606756,-0.006878716,0.006905424
0.295366032,0.612035934,-48.81407871,-82.69298032,-39.45211771,-3.39615714,,,0.233906136,3.964693989,0.000733033,-0.006963923,0.007002397
0.296051185,2.403965237,-61.43781445,-37.77239459,-29.76306271,-11.72409028,,,0.233906136,3.964693989,0.000733033,-0.006963923,0.007002397
0.296382852,2.355397154,-61.80714123,-39.7071093,-30.45427516,-11.65270326,,,0.234974371,0.646984693,-0.000210061,-0.002598793,0.002607269
0.296408456,1.386777714,-57.36663796,-70.32139915,-38.30641113,-6.799671656,,,0.236165042,0.346083087,-0.000126023,-0.001444997,0.001450482
0.296437182,3.320810507,-22.98623949,-5.504621278,-8.54725823,-5.96423628,,,0.236165042,0.346083087,-0.000126023,-0.001444997,0.001450482
0.296504921,3.896603575,42.48645437,-0.01741936,12.7407105,-0.148166544,,,0.236396586,0.133039412,-5.38982E-05,-0.000571464,0.000574
0.297010643,1.435967596,-57.83783339,-69.21054843,-38.11451455,-7.094893426,,,0.236396586,0.133039412,-5.38982E-05,-0.000571464,0.000574
0.297061629,3.370651873,-18.55118511,-4.481150679,-6.909700736,-5.324302501,,,0.237551724,4,0.00081042,-0.007020191,0.007066814
0.297180285,2.211416742,-62.35821233,-45.29736793,-32.29667408,-11.27214945,,,0.237765538,0.385113343,-0.0001388,-0.001600059,0.001606068
0.29750265,2.162697152,-62.38729149,-47.1290807,-32.85491166,-11.0984429,,,0.239366033,0.424143599,-0.000151414,-0.00175362,0.001760145
0.297574734,0.541502067,-47.86397882,-83.46847905,-39.39973736,-3.249281185,,,0.239366033,0.424143599,-0.000151414,-0.00175362,0.001760145
0.298101509,1.581236868,-59.17125192,-65.64626377,-37.44525471,-7.975347213,,,0.240384615,0,0,0,0
0.298162903,2.018311472,-62.10658545,-52.33091751,-34.33125089,-10.46550791,,,0.243628963,0.261734485,-0.000102149,-0.001105466,0.001110175
0.29837025,1.630402816,-59.59652811,-64.34350496,-37.18200992,-8.275587944,,,0.245769754,0.8857713,-0.000284162,-0.003450751,0.003462431
0.298384305,1.969410971,-61.90775744,-54.00991561,-34.77530192,-10.22192207,,,0.245769754,0.8857713,-0.000284162,-0.003450751,0.003462431
0.298489793,0.563680343,-48.1640499,-83.24167707,-39.42171809,-3.309660866,,,0.245843404,0.933844704,-0.000297238,-0.00361403,0.003626233
0.298670197,1.824599758,-61.08682386,-58.70890276,-35.93871799,-9.429959899,,,0.245917055,0.981918109,-0.000310383,-0.003774537,0.003787277
0.298689032,1.775533089,-60.74489718,-60.20590377,-36.28524028,-9.145509479,,,0.245917055,0.981918109,-0.000310383,-0.003774537,0.003787277
0.299637066,3.519764191,-3.691490752,-2.1045566,-1.738814206,-3.428227048,,,0.24742311,1.029212036,-0.000325234,-0.003930286,0.00394372
0.300768572,3.812599324,31.4322449,-0.122390726,9.392956251,-0.549187073,,,0.248929166,1.076505964,-0.000340341,-0.004083272,0.004097431
0.301001281,3.571018921,1.934257508,-1.520435634,0.124146562,-2.815329822,,,0.248929166,1.076505964,-0.000340341,-0.004083272,0.004097431
0.303390236,0.044219949,-39.077606,-88.28130692,-38.20767388,-3.118686427,,,0.249011929,0.689626422,-0.000234089,-0.002758282,0.002768197
0.303491143,0.122560188,-40.804868,-87.5288716,-38.50012188,-3.005612928,,,0.249011929,0.689626422,-0.000234089,-0.002758282,0.002768197
0.304006446,0.375867556,-45.41385689,-85.16497108,-39.17364839,-3.033092116,,,0.249345975,0.834683739,-0.000274208,-0.003275487,0.003286945
0.304193007,0.43437501,-46.31507519,-84.60163015,-39.2750116,-3.113422605,,,0.249485281,1.124350168,-0.000354569,-0.004234644,0.004249463
0.306193998,0.929950776,-52.56972734,-78.75959474,-39.39879662,-4.648457863,,,0.250041395,1.172194371,-0.00036899,-0.004382938,0.004398443
0.306260108,0.496880253,-47.2227408,-83.99551943,-39.36547807,-3.244788143,,,0.250041395,1.172194371,-0.00036899,-0.004382938,0.004398443
0.306603641,3.725622628,20.29259345,-0.402557501,5.967010785,-1.222659143,,,0.250967063,0.7366113,-0.000248914,-0.002928821,0.002939379
0.306792082,3.910110543,44.25092192,-0.010926741,13.27199855,-0.111542535,,,0.251092884,0.177385883,-7.4397E-05,-0.000758029,0.000761671
0.309469251,3.778422179,26.96136935,-0.209271625,8.025629317,-0.80221296,,,0.251092884,0.177385883,-7.4397E-05,-0.000758029,0.000761671
0.309963046,0.301960029,-44.19513456,-85.90257415,-39.02931261,-3.026112746,,,0.251092884,0.177385883,-7.4397E-05,-0.000758029,0.000761671
0.310234966,0.35705728,-45.10684203,-85.38840704,-39.14857472,-3.072088414,,,0.251092884,0.177385883,-7.4397E-05,-0.000758029,0.000761671
0.310761538,0.605981373,-48.69407531,-82.88618604,-39.47407841,-3.549033258,,,0.251092884,0.177385883,-7.4397E-05,-0.000758029,0.000761671
0.311617022,1.119462059,-54.5795761,-75.79179853,-39.11141239,-5.639281073,,,0.251092884,0.177385883,-7.4397E-05,-0.000758029,0.000761671
0.312760305,0.390649304,-45.63533652,-85.08809632,-39.21702985,-3.134345299,,,0.251350965,1.220578403,-0.000384894,-0.004530102,0.004546424
0.313679433,0.667666343,-49.472464,-82.2215892,-39.50821596,-3.761072945,,,0.251631068,0.534174563,-0.000192109,-0.002179923,0.002188372
0.315064639,2.860349118,-51.47778658,-19.88005863,-21.40735356,-11.41083373,,,0.251631068,0.534174563,-0.000192109,-0.002179923,0.002188372
0.315298806,3.992494641,55.28277973,4.72869E-05,16.5848481,0.002220353,,,0.25227901,2.907728507,-0.000635092,-0.006869798,0.006899092
0.315328396,3.053363577,-42.33667822,-13.02157143,-16.6074749,-9.731221792,,,0.25227901,2.907728507,-0.000635092,-0.006869798,0.006899092
0.315488575,2.668038854,-57.35522075,-27.4374127,-25.43779004,-12.3558296,,,0.252283663,2.859795618,-0.000655494,-0.00687922,0.006910379
0.316418608,3.247889191,-29.2488947,-7.339153858,-10.97641457,-7.400192676,,,0.252288316,2.811862728,-0.000672509,-0.006885848,0.006918611
0.316435642,2.475839872,-60.68196624,-35.2392125,-28.77635362,-12.61354838,,,0.252288316,2.811862728,-0.000672509,-0.006885848,0.006918611
0.316448026,1.312781635,-56.52291064,-72.16769414,-38.60718144,-6.803043449,,,0.252347359,2.956016444,-0.00061111,-0.006858038,0.006885212
0.316768575,0.947294324,-52.71369561,-78.61307526,-39.39803126,-4.880871973,,,0.252403126,2.763759763,-0.000686663,-0.006889529,0.006923664
0.317272408,0.910335545,-52.30383503,-79.15460528,-39.43753209,-4.722509867,,,0.252415709,3.004304382,-0.000583325,-0.006844302,0.006869115
0.317657791,2.283342903,-62.11425057,-42.90494343,-31.5057582,-12.29946239,,,0.252415709,3.004304382,-0.000583325,-0.006844302,0.006869115
0.317836161,0.009427182,-38.28666807,-88.70865716,-38.09859757,-3.334897592,,,0.252517936,2.715656798,-0.000697794,-0.006889679,0.006924926
0.318181946,0.727396509,-50.19026237,-81.56073357,-39.52529878,-4.01070072,,,0.252517936,2.715656798,-0.000697794,-0.006889679,0.006924926
0.318706479,1.50753944,-58.37887296,-67.80113836,-37.8540034,-8.044170481,,,0.252518854,3.052403335,-0.000551785,-0.006829202,0.006851458
0.318804956,3.445290449,-11.68342511,-3.230555965,-4.474194324,-4.695944502,,,0.252603006,2.667786348,-0.000705979,-0.006885966,0.006922061
0.31884419,2.090288654,-62.20958896,-50.14798953,-33.70727355,-11.55390063,,,0.252622,3.100502287,-0.000516162,-0.006813122,0.006832647
0.319092072,0.189090743,-42.15294743,-87.0079303,-38.74826332,-3.101480688,,,0.252622,3.100502287,-0.000516162,-0.006813122,0.006832647
0.319654767,1.896567198,-61.41256236,-56.77504632,-35.45628261,-10.51628344,,,0.252660535,1.268962435,-0.000401096,-0.00467396,0.004691138
0.319668283,3.929186521,46.768274,-0.004698735,14.02907258,-0.066110934,,,0.252660535,1.268962435,-0.000401096,-0.00467396,0.004691138
0.319714138,1.702234689,-60.05750669,-62.67423613,-36.81952285,-9.310922538,,,0.252688076,2.619915897,-0.000711549,-0.006878186,0.006914893
0.319842947,0.437856064,-46.34185547,-84.68742501,-39.30878414,-3.271714876,,,0.252688076,2.619915897,-0.000711549,-0.006878186,0.006914893
0.319862054,0.993010899,-53.1962424,-77.95631856,-39.34576829,-5.141754007,,,0.252827954,0.57903112,-0.00020609,-0.002349792,0.002358812
0.321263519,0.227148963,-42.86900196,-86.67229569,-38.8623893,-3.111682813,,,0.252827954,0.57903112,-0.00020609,-0.002349792,0.002358812
0.321652611,1.100665308,-54.33050456,-76.23079834,-39.16839087,-5.713936754,,,0.252906991,3.14918473,-0.000476173,-0.006796766,0.006813425
0.321826855,1.054710566,-53.84589312,-76.99946909,-39.25360866,-5.478525392,,,0.252922197,0.783596178,-0.000263858,-0.003097083,0.003108303
0.322187787,0.169281097,-41.76957391,-87.21158113,-38.69434651,-3.140675853,,,0.252922197,0.783596178,-0.000263858,-0.003097083,0.003108303
0.322416322,0.8606597,-51.7256822,-79.89803574,-39.48711538,-4.579611092,,,0.252943004,2.571840915,-0.000715179,-0.006866346,0.006903491
0.32250349,1.136883996,-54.70315149,-75.61279976,-39.09478537,-5.922452963,,,0.253109669,1.317028173,-0.000416129,-0.004812932,0.004830888
0.323345074,3.964794718,51.55038318,-0.000168515,15.4650644,-0.008487024,,,0.253191983,3.197867172,-0.000431714,-0.006780531,0.00679426
0.324046481,3.648452426,10.66078807,-0.868009197,2.937833661,-2.109453059,,,0.253191983,3.197867172,-0.000431714,-0.006780531,0.00679426
0.32544042,1.183656854,-55.16870447,-74.80582538,-38.99235895,-6.234132747,,,0.253197932,2.523765933,-0.000716555,-0.006849948,0.006887325
0.325676692,2.878676361,-50.83713151,-19.33642581,-21.0520672,-11.68139875,,,0.253197932,2.523765933,-0.000716555,-0.006849948,0.006887325
0.32568959,2.842255378,-52.22725357,-20.72076803,-21.88440648,-11.93696527,,,0.253334849,2.475886439,-0.000715539,-0.006828716,0.006866102
0.325736479,0.709151994,-49.94349878,-81.84840209,-39.53757026,-4.037411809,,,0.253461662,3.2463241,-0.000382921,-0.006765056,0.006775885
0.325898345,3.035270851,-43.45985815,-13.73770126,-17.15926782,-10.27442662,,,0.253471767,2.428006945,-0.000712647,-0.006802655,0.006839881
0.326013542,3.071879976,-41.38419897,-12.53027757,-16.17434296,-9.876877903,,,0.253471767,2.428006945,-0.000712647,-0.006802655,0.006839881
0.32606191,2.686260742,-56.95339127,-26.87862838,-25.14960589,-12.72486249,,,0.253558802,1.365093912,-0.000431365,-0.004948356,0.004967123
0.326176684,2.649909256,-57.7946548,-28.34831811,-25.84289187,-12.83725144,,,0.253558802,1.365093912,-0.000431365,-0.004948356,0.004967123
0.326750337,1.293790113,-56.27288839,-72.69158541,-38.68934214,-6.901703586,,,0.253731341,3.294781028,-0.000329577,-0.006750905,0.006758945
0.32693775,3.229753818,-30.78827751,-7.882717806,-11.6012986,-7.917682718,,,0.253731341,3.294781028,-0.000329577,-0.006750905,0.006758945
0.327003399,2.494005366,-60.45585586,-34.69532405,-28.54535397,-13.04808139,,,0.253800619,2.379851031,-0.000708546,-0.006771762,0.006808729
0.327081861,0.794010858,-50.94426224,-80.82089461,-39.52954706,-4.368339578,,,0.254129471,2.331695117,-0.00070288,-0.006735756,0.00677233
0.327148885,1.246778672,-55.79986581,-73.63222256,-38.82962651,-6.630110829,,,0.254129471,2.331695117,-0.00070288,-0.006735756,0.00677233
0.327185271,2.457638236,-60.8805546,-36.16988387,-29.11513154,-13.0354465,,,0.254155879,1.413866348,-0.000447267,-0.005082131,0.005101775
0.32723397,3.266738557,-27.90650898,-6.940365592,-10.45406237,-7.412183852,,,0.254280704,2.2837648,-0.000695367,-0.006694506,0.006730524
0.327344832,1.330437817,-56.63207117,-71.94248787,-38.57236771,-7.136352521,,,0.254350488,3.344199419,-0.00027086,-0.006739197,0.006744638
0.32741441,2.925497165,-48.89044836,-17.62035401,-19.95324071,-11.37551065,,,0.254431937,2.235834483,-0.000686619,-0.006648095,0.006683458
0.327473075,2.79564697,-53.85063804,-22.55313169,-22.92113092,-12.29160548,,,0.254431937,2.235834483,-0.000686619,-0.006648095,0.006683458
0.327503579,2.988493617,-45.92916608,-15.36217429,-18.38740211,-10.80594484,,,0.254751567,2.187528348,-0.000677135,-0.006596315,0.006630979
0.327622856,2.732891833,-55.74462089,-25.03551798,-24.23404166,-12.60952911,,,0.254752956,1.462638784,-0.000463375,-0.005212025,0.005232583
0.327964147,3.119098482,-38.52039712,-11.05766165,-14.87341763,-9.383711534,,,0.254752956,1.462638784,-0.000463375,-0.005212025,0.005232583
0.328099936,2.603319276,-58.74703928,-30.27217361,-26.70576387,-13.01551742,,,0.254969636,3.39361781,-0.000207254,-0.006730177,0.006733368
0.328251716,2.30147189,-62.01242901,-42.39789993,-31.32309868,-12.76718806,,,0.254969636,3.39361781,-0.000207254,-0.006730177,0.006733368
0.328335947,3.182609607,-34.26154391,-9.182580955,-13.03323746,-8.588952684,,,0.254983405,1.510802557,-0.000478812,-0.005336078,0.005357518
0.328432516,2.540600645,-59.8107736,-32.82936123,-27.79204045,-13.09939782,,,0.255071196,2.139222213,-0.000666663,-0.006539249,0.006573144
0.328453529,2.265033602,-62.13664304,-43.81405647,-31.78520985,-12.65629078,,,0.255071196,2.139222213,-0.000666663,-0.006539249,0.006573144
0.32886985,0.744662067,-50.35836837,-81.45252359,-39.54326759,-4.202021873,,,0.255080913,0.044346471,-2.03477E-05,-0.000193072,0.000194141
0.329074939,0.661611781,-49.34828359,-82.42896001,-39.53317308,-3.917312869,,,0.255194185,2.091215065,-0.000654911,-0.006477051,0.006510077
0.329186332,2.410960434,-61.32794815,-38.08465683,-29.82378149,-13.0593809,,,0.255213854,1.55896633,-0.000494369,-0.005456081,0.005478432
0.329241823,3.42699903,-13.64553245,-3.57564857,-5.166354305,-5.133016947,,,0.255213854,1.55896633,-0.000494369,-0.005456081,0.005478432
0.329281112,1.488603502,-58.13601833,-68.41390714,-37.96497764,-8.179337911,,,0.255317174,2.043207918,-0.000642444,-0.006409695,0.00644181
0.329490066,2.108380099,-62.19211157,-49.69191515,-33.56520801,-12.02692905,,,0.255317174,2.043207918,-0.000642444,-0.006409695,0.00644181
0.329515682,3.314693926,-23.96683522,-5.819567653,-8.935920861,-6.78116432,,,0.255480314,1.607715035,-0.000510273,-0.005573324,0.005596635
0.329557186,1.525367973,-58.47263802,-67.52217051,-37.79844256,-8.425485683,,,0.255536698,1.994722407,-0.000629466,-0.006336595,0.006367783
0.329611292,1.377607488,-57.07904378,-70.96296066,-38.41260133,-7.477502431,,,0.255580656,3.442918613,-0.000138981,-0.006724507,0.006725943
0.329615353,2.348136219,-61.77753388,-40.59255999,-30.71102816,-12.94931692,,,0.255746775,1.656463739,-0.00052624,-0.005686178,0.005710478
0.329657161,2.071839246,-62.11085366,-51.00500769,-33.9347584,-11.84630858,,,0.255746775,1.656463739,-0.00052624,-0.005686178,0.005710478
0.329877182,0.348365344,-44.94742515,-85.61651806,-39.16918296,-3.247689585,,,0.255756221,1.946236896,-0.00061596,-0.006258328,0.006288567
0.329893609,3.464736091,-9.874910211,-2.958367936,-3.849983444,-4.595542589,,,0.255756221,1.946236896,-0.00061596,-0.006258328,0.006288567
0.330323422,3.379165169,-18.22825584,-4.462831809,-6.807326294,-5.854918233,,,0.255804732,1.89814713,-0.000601747,-0.006175469,0.006204717
0.330369061,1.91460404,-61.44996633,-56.37732859,-35.34818847,-10.97268296,,,0.255818684,1.704610284,-0.000541636,-0.005793027,0.005818293
0.330390239,1.441236018,-57.68436438,-69.54488899,-38.16877601,-7.89952274,,,0.255853243,1.850057364,-0.000587211,-0.006087691,0.006115947
0.3304213,1.683456699,-59.83677879,-63.37490618,-36.96350549,-9.490489174,,,0.255853243,1.850057364,-0.000587211,-0.006087691,0.006115947
0.330441414,1.877955494,-61.2364814,-57.55965108,-35.63883974,-10.74877777,,,0.255871918,1.801407096,-0.000572186,-0.005993942,0.006021191
0.330452533,2.21819825,-62.22308472,-45.64180806,-32.35946783,-12.55757412,,,0.255890594,1.752756828,-0.000556983,-0.005895351,0.005921604
0.330501977,1.720185992,-60.12942536,-62.33693072,-36.73990682,-9.734897041,,,0.255890594,1.752756828,-0.000556983,-0.005895351,0.005921604
0.330869522,2.155178057,-62.24094845,-48.00755877,-33.07455217,-12.30158972,,,0.256191677,3.492219417,-6.60051E-05,-0.006722828,0.006723152
0.331338504,0.394781698,-45.67459591,-85.19162746,-39.25986701,-3.316612029,,,0.256191677,3.492219417,-6.60051E-05,-0.006722828,0.006723152
0.331511232,1.572538382,-58.88422637,-66.36349963,-37.5743178,-8.785093386,,,0.257544315,3.543039178,1.39835E-05,-0.006727456,0.00672747
0.331564977,2.02481459,-61.95322038,-52.69132906,-34.39336483,-11.65876002,,,0.258896953,3.593858939,9.90615E-05,-0.006737675,0.006738403
0.331851367,1.961560383,-61.68418625,-54.85266692,-34.96105595,-11.30427381,,,0.258896953,3.593858939,9.90615E-05,-0.006737675,0.006738403
0.331858856,1.636135952,-59.43407231,-64.6962521,-37.23909732,-9.216293707,,,0.260321412,3.645733763,0.000190928,-0.006754623,0.006757321
0.332157382,1.830752143,-60.92423202,-59.07123012,-35.99863864,-10.50391263,,,0.261745872,3.697608588,0.000287545,-0.006778687,0.006784783
0.332181746,1.767282994,-60.47685221,-60.99242703,-36.44078377,-10.09305108,,,0.261745872,3.697608588,0.000287545,-0.006778687,0.006784783
0.332901106,3.514082168,-4.745481297,-2.256881062,-2.100708708,-3.933296171,,,0.262042564,0.488931438,-0.000185848,-0.002008515,0.002017095
0.332956148,0.055052143,-39.38095196,-88.35427501,-38.32056809,-3.385145012,,,0.262447011,0.310574709,-0.000127292,-0.001305151,0.001311344
0.334280122,3.62954111,8.28746282,-1.026953011,2.178152943,-2.413011312,,,0.264587164,3.749960059,0.000391495,-0.006813711,0.006824949
0.334665758,3.580381637,2.570554377,-1.48107864,0.326842721,-3.04453829,,,0.266865512,0.62167285,-0.000230052,-0.002512408,0.002522919
0.335281233,3.860561072,37.53750245,-0.049913042,11.24627682,-0.331646142,,,0.267428455,3.802311531,0.000500537,-0.006857095,0.006875339
0.335516218,0.505444813,-47.28118737,-84.1481007,-39.42878642,-3.557956251,,,0.267428455,3.802311531,0.000500537,-0.006857095,0.006875339
0.335697957,3.668667922,12.96782033,-0.738174261,3.668893822,-1.960198206,,,0.269777211,0.088692941,-4.18624E-05,-0.000384078,0.000386352
0.335784548,0.134228132,-41.0798237,-87.62718036,-38.61210122,-3.295624003,,,0.269910933,0.226226106,-9.92137E-05,-0.000961689,0.000966794
0.336172396,0.910530022,-52.22038517,-79.35083552,-39.47136621,-4.991797875,,,0.269910933,0.226226106,-9.92137E-05,-0.000961689,0.000966794
0.337180484,0.991436451,-53.0939202,-78.17269508,-39.37998458,-5.399640713,,,0.271169789,3.865849754,0.000639703,-0.006922222,0.006951717
0.337247913,0.540166884,-47.75238624,-83.81050087,-39.46886613,-3.657625511,,,0.272454059,0.443688313,-0.000178145,-0.001834703,0.001843332
0.337327454,0.945425281,-52.59661329,-78.86176242,-39.43751272,-5.174140621,,,0.274911122,3.929387978,0.000784952,-0.0070009,0.007044767
0.338018742,0.558849464,-48.0007257,-83.62419446,-39.48747605,-3.713417352,,,0.274911122,3.929387978,0.000784952,-0.0070009,0.007044767
0.338337332,0.860823524,-51.65855959,-80.06043639,-39.51569879,-4.79570613,,,0.27855671,3.964693989,0.000872787,-0.007054058,0.007107847
0.339131935,0.59307893,-48.4471677,-83.27368927,-39.51625709,-3.819171239,,,0.28090307,0.664314579,-0.000255091,-0.00267394,0.00268608
0.339145284,1.053136118,-53.73875276,-77.22543732,-39.28925702,-5.751767704,,,0.281265059,0.359414933,-0.000154067,-0.001503211,0.001511086
0.340174956,3.719486977,19.2050025,-0.449304118,5.626709513,-1.437489954,,,0.281265059,0.359414933,-0.000154067,-0.001503211,0.001511086
0.340242631,0.276407213,-43.74287795,-86.35838918,-39.03038014,-3.292890948,,,0.282202298,4,0.000962843,-0.007111627,0.007176511
0.34221149,1.098796265,-54.199281,-76.50782072,-39.21213052,-6.052516347,,,0.282865555,0.398445189,-0.000168908,-0.00165849,0.001667069
0.343002871,0.794174682,-50.8818497,-80.97933046,-39.55835405,-4.571014693,,,0.282865555,0.398445189,-0.000168908,-0.00165849,0.001667069
0.343496465,1.182216481,-55.04945593,-75.05994102,-39.03281908,-6.556533145,,,0.28447351,0.133039412,-6.4457E-05,-0.000573182,0.000576795
0.343881705,3.787784717,27.90453546,-0.191736186,8.313839783,-0.828782888,,,0.28447351,0.133039412,-6.4457E-05,-0.000573182,0.000576795
0.343938,1.135174114,-54.56550761,-75.90495803,-39.14113969,-6.288894409,,,0.284719095,0.553719277,-0.000222852,-0.002260846,0.002271803
0.344012637,0.701964564,-49.79202433,-82.10767694,-39.56991038,-4.226241096,,,0.284719095,0.553719277,-0.000222852,-0.002260846,0.002271803
0.344912072,3.838440175,34.5470054,-0.081519514,10.33964577,-0.470252426,,,0.284719095,0.553719277,-0.000222852,-0.002260846,0.002271803
0.34520493,1.245338299,-55.67640834,-73.89741733,-38.8721477,-6.97166083,,,0.284719095,0.553719277,-0.000222852,-0.002260846,0.002271803
0.345238653,2.925670938,-49.0366979,-17.85935506,-20.06881589,-12.03005024,,,0.284719095,0.553719277,-0.000222852,-0.002260846,0.002271803
0.345311708,2.79574677,-53.95038929,-22.83299471,-23.0350152,-12.99110221,,,0.286167097,0.90720387,-0.000335873,-0.003539898,0.003555797
0.345327821,2.98866739,-46.09880456,-15.58088072,-18.50390558,-11.4315246,,,0.286167097,0.90720387,-0.000335873,-0.003539898,0.003555797
0.345461489,2.732991633,-55.82018729,-25.33066139,-24.3452546,-13.32241296,,,0.286240748,0.955277274,-0.000351045,-0.003703176,0.003719777
0.345652865,0.928276211,-52.36957301,-79.20276829,-39.47170239,-5.211290408,,,0.286240748,0.955277274,-0.000351045,-0.003703176,0.003719777
0.345811826,3.119385003,-38.72540175,-11.22694158,-14.985703,-9.932663374,,,0.287746804,1.002571202,-0.000367822,-0.003861808,0.003879285
0.345992805,2.603354238,-58.7772403,-30.59638597,-26.81208788,-13.74429516,,,0.288461538,0,0,0,0
0.346016826,0.45981445,-46.6150587,-84.68861508,-39.39110213,-3.565871742,,,0.288728981,0.27506633,-0.000125658,-0.001163553,0.001170318
0.346183626,3.182896127,-34.48286581,-9.329512765,-13.14371357,-9.09383689,,,0.288728981,0.27506633,-0.000125658,-0.001163553,0.001170318
0.346325384,2.540635607,-59.81976304,-33.1626707,-27.89473012,-13.82804566,,,0.289252859,1.04986513,-0.000384858,-0.004017776,0.004036166
0.346836026,2.87888265,-50.99009619,-19.63733982,-21.1882308,-12.48014591,,,0.289743319,0.856116308,-0.000323736,-0.003364881,0.003380418
0.346866008,2.842373852,-52.36685079,-21.03771412,-22.02136947,-12.75158861,,,0.290758915,1.097159057,-0.000402176,-0.004170996,0.004190341
0.347039512,0.064705773,-39.62277981,-88.35329095,-38.39282123,-3.501248211,,,0.290758915,1.097159057,-0.000402176,-0.004170996,0.004190341
0.347057679,3.035477139,-43.6801882,-13.97801142,-17.29745989,-10.98752968,,,0.29131503,1.145003261,-0.000418667,-0.004322525,0.004342753
0.347161544,2.41091365,-61.29881048,-38.43516965,-29.92019404,-13.77993075,,,0.29131503,1.145003261,-0.000418667,-0.004322525,0.004342753
0.347200699,3.072220107,-41.61155264,-12.75131387,-16.30885995,-10.56403835,,,0.2926246,1.193387293,-0.000436642,-0.004473119,0.00449438
0.347238328,2.686379216,-57.02270127,-27.24112974,-25.2791493,-13.57949237,,,0.29331954,0.805028747,-0.000311227,-0.003186696,0.003201857
0.347398692,3.315139758,-24.19509869,-5.91678308,-9.033564531,-7.181671338,,,0.29393417,1.241771325,-0.000454937,-0.004620524,0.004642867
0.347417485,2.64995076,-57.85002313,-28.72340164,-25.97202743,-13.69918993,,,0.294267215,2.884132225,-0.000753419,-0.006964577,0.00700521
0.347493224,3.876595327,39.61709402,-0.034493226,11.87478024,-0.264997076,,,0.294267215,2.884132225,-0.000753419,-0.006964577,0.00700521
0.347590565,2.348089436,-61.7318762,-40.94611227,-30.80339654,-13.65931756,,,0.294271869,2.836199336,-0.000774964,-0.00697154,0.007014481
0.347725618,1.376546481,-56.95193365,-71.24412606,-38.45881791,-7.865112677,,,0.294271869,2.836199336,-0.000774964,-0.00697154,0.007014481
0.347769839,0.744856544,-50.28890145,-81.63710822,-39.5778029,-4.431716023,,,0.294335565,2.932420163,-0.000727794,-0.006954984,0.00699296
0.347839235,0.382588862,-45.46469135,-85.43948828,-39.27125389,-3.455400727,,,0.294386678,2.788096371,-0.000793019,-0.006975659,0.007020591
0.348124907,3.230093949,-31.06181816,-8.036938344,-11.72962695,-8.475218858,,,0.294403915,2.9807081,-0.000697827,-0.006943063,0.006978043
0.348184847,1.292080232,-56.12296544,-73.01650034,-38.74183973,-7.324649321,,,0.294472264,3.028996037,-0.000663321,-0.006929273,0.00696095
0.348206432,3.379611,-18.45787347,-4.540193868,-6.8994202,-6.201239364,,,0.294472264,3.028996037,-0.000663321,-0.006929273,0.00696095
0.3482442,2.49404687,-60.44916977,-35.09748353,-28.66399599,-13.91022859,,,0.294501488,2.739993406,-0.000807439,-0.006976298,0.007022869
0.348463069,3.267267808,-28.17262177,-7.074855835,-10.57424328,-7.933750937,,,0.29457541,3.07709499,-0.000624334,-0.006914254,0.006942384
0.348499357,0.359915011,-45.11106846,-85.65599724,-39.23011971,-3.433250982,,,0.29457541,3.07709499,-0.000624334,-0.006914254,0.006942384
0.348504565,1.440175011,-57.55468727,-69.83699836,-38.21750569,-8.308920902,,,0.294616298,2.691890441,-0.000818449,-0.006973141,0.007021008
0.348520158,2.218033604,-62.14860323,-46.0021556,-32.44522765,-13.24116411,,,0.294616298,2.691890441,-0.000818449,-0.006973141,0.007021008
0.348523823,2.457582698,-60.86179614,-36.58182111,-29.23308518,-13.89767231,,,0.294701368,2.64401999,-0.000826167,-0.00696589,0.007014711
0.348848527,1.329178285,-56.48379507,-72.26670701,-38.62515063,-7.577747589,,,0.294701368,2.64401999,-0.000826167,-0.00696589,0.007014711
0.348937147,2.155013411,-62.15501368,-48.36575746,-33.15623134,-12.96747711,,,0.294860401,3.125777433,-0.000580301,-0.00689863,0.006922994
0.349590268,2.301416352,-61.94506288,-42.81886577,-31.42917859,-13.59882678,,,0.294940628,0.706956308,-0.000281211,-0.002834438,0.002848353
0.349704893,1.571744927,-58.75346843,-66.67277716,-37.62787368,-9.245101153,,,0.294940628,0.706956308,-0.000281211,-0.002834438,0.002848353
0.3497148,2.024487138,-61.84767871,-53.04777376,-34.46863574,-12.28543515,,,0.294956296,2.595945008,-0.000831445,-0.006954657,0.007004182
0.349901785,2.264838149,-62.05968451,-44.24264406,-31.89069857,-13.48181795,,,0.29513059,0.508476152,-0.000215158,-0.002089937,0.002100983
0.35000119,1.961232931,-61.57188174,-55.20297524,-35.03245709,-11.90906438,,,0.29513059,0.508476152,-0.000215158,-0.002089937,0.002100983
0.350052518,1.635342496,-59.30301273,-65.01595539,-37.29569044,-9.699682427,,,0.295145393,3.174459875,-0.000531108,-0.006882714,0.006903176
